"field_date","site_reach","sample_type","date_analyzed","method","slide_rep","non_algal","non_e_r_diatoms","other_coccoids","aphanothece","chroococcus","epithemia","rhopalodia","nostoc","mougeotia","scenedesmus_no_spines","desmodesmus_spines","ankistrodesmus","lacunastrum","anabaena_and_cylindrospermum","spirogyra","cladophora","microcoleus","stigeoclonium","oedogonium","miscellaneous_oscillatoriales","oscillatoria","chantransia","tetraedron","oocystis","gloeocystis","phormidium_unknown","pediastrum","euglenoid","closterium","zygnema","calothrix","coelastrum","unknown_green_algae","stauridium","tolypothrix","scytonema","ulothrix","cosmarium","rivularia_or_early_stage_gloeotrichia","gloeotrichia","unknown","nodularia","microcystis","desmid","leptolyngbya_and_geitlerinema"
"2022-08-02","RUS-1S","NT","2024-01-30","preserved",2,9,15,1,0,1,8,3,0,3,0,0.5,0,0,0.1,44.4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-08-02","RUS-1S","NT","2024-01-30","preserved",3,5,10,1,0,0,8,5,0,3,0,0,0,0,0.1,63.7,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-08-02","RUS-1S","NT","2024-01-30","preserved",4,5,15,1,0,1,12,5,0,6,0,0.5,0,0,1,38.3,0,0,5,10,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-08-17","RUS-1S","NT","2024-02-02","preserved",1,8,23.9,1,0,1,5,3,0,7,0.1,0,0,0,2,12,6,0,11,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"2022-08-17","RUS-1S","NT","2024-02-02","preserved",2,9,22,2,0,1,3,0,0,7,0,0,0,0,1,29.8,5,0,0,15,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-08-17","RUS-1S","NT","2024-02-02","preserved",3,7,15,1,0,2,7,4,0,8,0.1,0,0,0,3,35.8,0,0,0,13,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-08-17","RUS-1S","NT","2024-02-02","preserved",4,9,16,2,0,0.1,8,3,0,10,0,0.1,0,0,3,26.7,0,0,3,12,0.1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-01","RUS-1S","NT","2024-02-02","preserved",1,15,8,1,0,1,6,4,0,12,0,0,0,0,4,35.7,0,0.1,0,10,1,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-01","RUS-1S","NT","2024-02-02","preserved",2,18,10,1,0,0,8,3,0,0,0,0,0,0,6,34.7,0,0.1,0,12,0.1,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2022-09-01","RUS-1S","NT","2024-02-02","preserved",3,16,13,1,0,0,7,0,0,5,0.1,0.1,0,0,6,40.6,0,0,0,9,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-01","RUS-1S","NT","2024-02-02","preserved",4,15,15,1,0,2,10,4,0,6,0,0,0,0,10,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-09-15","RUS-1S","NT","2024-01-04","preserved",1,5,3,2,0,0,15,1,0,5,0,0.8,0,0,10,20,27.9,0.1,0.5,0,5,1,0.5,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-09-15","RUS-1S","NT","2024-01-04","preserved",2,15,3,5,0,0,8,2,0,3,0,0,0,0,10,18,25.5,0,1,0,5,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-09-15","RUS-1S","NT","2024-01-04","preserved",3,15,5,3,0,0,5,3,0,2,0,0,0,0,7,15,38.9,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-09-15","RUS-1S","NT","2024-01-04","preserved",4,10,10,1,1,0,5,2,0,0,0,0,0,0,5,58.9,3,0,0,0,3,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-09-15","RUS-1S","NT","2024-01-04","preserved",5,24.8,17,2,1,0,10,3,0,5,0,0,0,0,10,0,5,0,0,2,15,3,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1
"2022-07-06","RUS-2","NT","2024-01-25","preserved",1,7,15,1,0,0,12,0,0,10,1,0,0,0,0.1,48.8,0,0,0,5,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-07-06","RUS-2","NT","2024-01-25","preserved",2,5,10,1,0,0,6,0,0,7,0.1,0,0,0,0,63.9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-07-06","RUS-2","NT","2024-01-25","preserved",3,7,10,1,0,0,6,0,0,8,1,0,0,0,0,52.9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-07-20","RUS-2","NT","2024-01-26","preserved",1,5,10,1,0,0,7,3,0,10,0.1,0,0,0,0,49.8,0,0,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-07-20","RUS-2","NT","2024-01-26","preserved",2,8,7,1,0,0,5,0,0,0,0.1,0.1,0.1,0,0,63.7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-07-20","RUS-2","NT","2024-01-26","preserved",3,7,7,1,0,0,5,4,0,0,0,0,0,0,0,59,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-07-20","RUS-2","NT","2024-01-26","preserved",4,7,12,1,0,0,10,0,0,0,0,0,0,0,0,32,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-08-02","RUS-2","NT","2024-01-30","preserved",1,7,5,1,0,0,7,0,0,6,0,1,0,0,1,40.8,0,0.1,15,10,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2022-08-02","RUS-2","NT","2024-01-30","preserved",2,10,10,2,0,0,7,0,0,3,0.1,0,0,0,0,32.9,3,0,15,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-08-02","RUS-2","NT","2024-01-30","preserved",3,13,8,2,0,0,7,0,0,5,0.8,0.2,0,0,1,22.9,3,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-08-02","RUS-2","NT","2024-01-30","preserved",4,12,15,1,0,0,10,3,0,7,0.5,0.5,0,0,2,17,0,0,15,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-08-17","RUS-2","NT","2024-01-19","preserved",1,15,5,2,0,0,10,5,0,7,0.1,0,0,0,3,51.8,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-08-17","RUS-2","NT","2024-01-19","preserved",2,14,9,3,0,0,6,3,0,15,0,0,0,0,0,45,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-08-17","RUS-2","NT","2024-01-19","preserved",3,10,5,2,0,0,7,3,0,0,0.1,0.1,0,0,2,48.7,0,0,20,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-01","RUS-2","NT","2024-02-19","preserved",1,8,14.7,1,0,0,10,3,0,9,0.1,0,0,0,5,12,9,0,12,13,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-09-01","RUS-2","NT","2024-02-19","preserved",2,10,20,1,0,0.1,17,7,0,10,0.1,0,0,0,9,22.2,0,0.1,0.1,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-09-01","RUS-2","NT","2024-02-19","preserved",3,7,15,1,0,0,11,5,0,5,0,0.1,0,0,7,15.6,8,0,6,17,0.1,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-15","RUS-2","NT","2024-02-20","preserved",1,10,13,3,0.1,0,11,4,0,6,0.5,0.5,0,0,11,16.8,5,1,0,5,4,0.1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-09-15","RUS-2","NT","2024-02-20","preserved",2,13,15,2,0,0,12,4,0,3,0,0,0,0,9,28.9,5,0,0,6,0.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-09-15","RUS-2","NT","2024-02-20","preserved",3,10,18,2,0,0,7,6,0,4,0,0,0,0,11,13.9,8,0,5,5,0,0,5,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-07-07","RUS-3","NT","2024-01-26","preserved",1,10,25,1,0,0,10,0,0,15,2,0,0,0,0.1,23.9,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-07-07","RUS-3","NT","2024-01-26","preserved",2,11,20,1,0,0,9,0,0,0,1,0,0,0,0,35,10,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-07-07","RUS-3","NT","2024-01-26","preserved",3,15,18,1,0,0,10,0,0,0,1,0,0,0,0,45,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-07-07","RUS-3","NT","2024-01-26","preserved",4,10,15,1,0,0,7,0,0,0,0,0.1,0,0,0,58.9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-07-20","RUS-3","NT","2024-01-29","preserved",1,10,25,1,0,0,1,0,0,0,0.1,0,0,0,0,55.8,0,1,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-07-20","RUS-3","NT","2024-01-29","preserved",2,7,20,1,0,0,2,0,0,0,0.1,0,0,0,0,63.8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-07-20","RUS-3","NT","2024-01-29","preserved",3,10,19,1,0,0,1,0,0,0,0.1,0,0,0,0,54.7,7,0,0,3,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-07-20","RUS-3","NT","2024-01-29","preserved",4,15,20,2,0,0,3,0,0,0,0.1,0,0,0,0.1,34.7,7,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-08-02","RUS-3","NT","2024-01-31","preserved",1,15,25,1,0,0,5,0,0,3,1,0,0,0,0,44.9,0,0.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-08-02","RUS-3","NT","2024-01-31","preserved",2,16,20,1,0,0,4,0,0,0,0,0,0,0,0.1,47.8,5,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-08-02","RUS-3","NT","2024-01-31","preserved",3,18,22,1,0,0,3,0,0,5,0,0.1,0,0,0.1,48.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-08-02","RUS-3","NT","2024-01-31","preserved",4,20,15,1,0,0,3,0,0,0,0,0,0,0,0,59.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-08-17","RUS-3","NT","2024-02-02","preserved",1,15,7,1,0,0,5,3,0,6,0.1,0.1,0,0,1,35.8,0,0,10,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-08-17","RUS-3","NT","2024-02-02","preserved",2,17,15,1,0,0,6,3,0,0,0,0.1,0,0,1,29.8,7,0,5,10,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-08-17","RUS-3","NT","2024-02-02","preserved",3,15,16,2,0,0,7,4,0,6,0.1,0,0,0,1,35.6,0,0.1,7,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"2022-08-17","RUS-3","NT","2024-02-02","preserved",4,16,17,1,0,1,8,0,0,5,0.1,0,0,0.1,2,34.6,0,0,13,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-01","RUS-3","NT","2024-02-12","preserved",1,30,10,2,0,0.1,4,4,0,5,0.1,0,0,0,7,19.5,0,0,0,15,0,0,0,0,0,0,0.1,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-09-01","RUS-3","NT","2024-02-12","preserved",2,15,7,2,0,0,7,1,0,6,0,0,0,0,5,39.8,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-09-01","RUS-3","NT","2024-02-12","preserved",3,10,9,2,0,0,5,5,0,4,0,0,0,0,3,45,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-09-01","RUS-3","NT","2024-02-12","preserved",4,12,10,2,0,0,5,3,0,0,0,0,0,0,6,32.7,0,0.1,4,20,0,0.1,2,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-09-01","RUS-3","NT","2024-02-12","preserved",5,18,15,3,0,0,4,3,0,6,0,0,0,0,8,22.9,5,0.1,0,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-15","RUS-3","NT","2024-01-23","preserved",1,7,5,1,0,0,3,0,0,0,0,0,0,0,0,70.9,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"2022-09-15","RUS-3","NT","2024-01-23","preserved",2,6,5,1,0,0,5,0,0,7,0,0,0,0,0,62,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-09-15","RUS-3","NT","2024-01-23","preserved",3,10,7,1,0,0,5,1,0,0,0.1,0,0,0,0,55.6,15,0.1,3,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-06-27","SAL-1S","NT","2024-02-22","preserved",1,91.9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1
"2022-06-27","SAL-1S","NT","2024-02-22","preserved",2,86.6,5,3,0,0,0,0,0,0,0,0.1,0,0,1,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2
"2022-06-27","SAL-1S","NT","2024-02-22","preserved",3,91.8,5,2,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-12","SAL-1S","NT","2024-01-04","preserved",1,5,3,1,0,0,0.1,0,0,0,0.5,0,0,0,0,0,0,8,1,0,3,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,75.3
"2022-07-12","SAL-1S","NT","2024-01-04","preserved",2,25,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"2022-07-12","SAL-1S","NT","2024-01-04","preserved",3,20,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
"2022-07-26","SAL-1S","NT","2024-01-14","preserved",1,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-26","SAL-1S","NT","2024-01-14","preserved",2,20,5,3,0,0,0,0,0,0,0.1,0,0,0,0,0,0,67.9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-26","SAL-1S","NT","2024-01-14","preserved",3,10,2,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,87.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-07-26","SAL-1S","NT","2024-01-14","preserved",4,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-07-26","SAL-1S","NT","2024-01-14","preserved",5,20,7,2,0,0,0,0,0,0,0,0.1,0,0,0,0,0,64.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-09-22","SAL-1S","NT","2024-01-24","preserved",1,15,7,4,0,0,5,0,0,10,0.1,0,0,0,1,38.7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-22","SAL-1S","NT","2024-01-24","preserved",2,10,10,4,0,0,6,0,0,13,0,0,0.1,0,1,33.7,0,1,0,20,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-09-22","SAL-1S","NT","2024-01-24","preserved",3,15,10,2,0,0,10,0,0,10,0,0,0,0,0,28.8,0,0,0,20,0,0.1,0,0,0,0,0,0,0,0,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-09-22","SAL-1S","NT","2024-01-24","preserved",4,10,15,4,0,1,7,0,0,10,0,0,0,0,0,31.9,5,0,0,15,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-12","SAL-2","NT","2024-02-23","preserved",1,93.5,4,0.1,0,0.1,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-12","SAL-2","NT","2024-02-23","preserved",2,91.6,4,1,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-12","SAL-2","NT","2024-02-23","preserved",3,96.6,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"2022-07-26","SAL-2","NT","2024-02-23","preserved",1,18,11,2,0,0,1,1,0,3,0.1,0.5,0,0,0,0,0,44.3,7,0,0.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"2022-07-26","SAL-2","NT","2024-02-23","preserved",2,15,13,1,0,0,2,0,0,6,0,0.1,0,0,0,0,30.9,20,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"2022-07-26","SAL-2","NT","2024-02-23","preserved",3,25,20,1,0,0,1,0,0,0,0,0,0,0,0,0,10,35.8,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,7
"2022-09-22","SAL-2","NT","2024-01-25","preserved",1,15.6,17,2,0,0.1,15,5,0,10,0,0.1,0,0,0,5,20,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
"2022-09-22","SAL-2","NT","2024-01-25","preserved",2,5,15,1,0,0,10,0,0,12,0,0,0,0,0,28.7,20,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,8
"2022-09-22","SAL-2","NT","2024-01-25","preserved",3,8,25,1,0,0,11,3,0,0,0,0,0,0,0,27.9,15,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"2022-09-22","SAL-2","NT","2024-01-25","preserved",4,5,20,2,0,0,17,5,0,15,0,0,0,0,0,15,0,0,0,14.7,0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.1,0,0.1,1,0,0,0,0,0,0,0,4
"2022-06-27","SAL-3","NT","2024-02-22","preserved",1,98.8,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-06-27","SAL-3","NT","2024-02-22","preserved",2,98.8,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-06-27","SAL-3","NT","2024-02-22","preserved",3,97.6,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"2022-07-12","SAL-3","NT","2024-02-23","preserved",1,70.9,5,1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"2022-07-12","SAL-3","NT","2024-02-23","preserved",2,98.7,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
"2022-07-12","SAL-3","NT","2024-02-23","preserved",3,92,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2022-07-26","SAL-3","NT","2024-02-23","preserved",1,94.8,3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2022-07-26","SAL-3","NT","2024-02-23","preserved",2,84.8,5,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"2022-07-26","SAL-3","NT","2024-02-23","preserved",3,88.7,4,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"2022-09-22","SAL-3","NT","2024-01-25","preserved",1,7,20,1,0,0.1,10,5,0,10,0,0,0,0,0.1,34.4,0,0.1,0,2,0,0,1,0,0,0.1,0.1,0,0,0,0,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,8
